,m,ncoeff,n,sparsity,seed,poly_seed,prob_type,mdf,maxscc,fobj,solveriter,optiter,time
91,10,0.5,15,1.0,2,2,1,False,4,[133.57183052],0,121,15.461372099998698
92,10,0.5,15,1.0,2,3,2,True,0,[0.],0,4,0.6158934999984922
93,10,0.5,15,1.0,2,3,2,False,0,[0.],0,4,0.6148583000031067
94,10,0.5,15,1.0,2,3,1,True,4,999,,,
95,10,0.5,15,1.0,2,3,1,False,4,[1.85091588],0,200,38.15879010000208
96,10,0.5,15,1.0,2,4,2,True,0,[0.],0,4,0.5716078999976162
97,10,0.5,15,1.0,2,4,2,False,0,[0.],0,4,0.6434680000020307
98,10,0.5,15,1.0,2,4,1,True,4,999,,,
99,10,0.5,15,1.0,2,4,1,False,4,[7.01406078e-08],0,13,3.1927341999980854
100,10,0.5,15,1.0,2,5,2,True,0,[0.],0,4,0.6882783999972162
101,10,0.5,15,1.0,2,5,2,False,0,[0.],0,4,0.750984199999948
102,10,0.5,15,1.0,2,5,1,True,4,999,,,
103,10,0.5,15,1.0,2,5,1,False,4,[3.11975264],0,150,33.28876969999692
104,10,0.5,15,1.0,2,6,2,True,0,[0.],0,4,0.5244777999978396
105,10,0.5,15,1.0,2,6,2,False,0,[0.],0,4,0.5756799000009778
106,10,0.5,15,1.0,2,6,1,True,4,999,,,
107,10,0.5,15,1.0,2,6,1,False,4,[2.48588433],0,108,22.112523899995722
108,10,0.5,15,1.0,2,7,2,True,0,[0.],0,4,0.5752752000043984
109,10,0.5,15,1.0,2,7,2,False,0,[0.],0,4,0.6172238999934052
110,10,0.5,15,1.0,2,7,1,True,4,[53.30418703],3118,25,334.1697509000005
111,10,0.5,15,1.0,2,7,1,False,4,[1.98575138e-10],0,63,13.194261900003767
112,10,0.5,15,1.0,2,8,2,True,0,[0.],0,4,0.6511203999980353
113,10,0.5,15,1.0,2,8,2,False,0,[0.],0,4,0.7608707000035793
114,10,0.5,15,1.0,2,8,1,True,4,[3.33430226],4367,38,479.4478001000025
115,10,0.5,15,1.0,2,8,1,False,4,[1.17878852],0,121,26.330551200000627
116,10,0.5,15,1.0,2,9,2,True,0,[0.],0,4,0.5543058000039309
117,10,0.5,15,1.0,2,9,2,False,0,[0.],0,4,0.6196271000007982
118,10,0.5,15,1.0,2,9,1,True,4,2.945518505336263e+37,53,2,6.512262999996892
119,10,0.5,15,1.0,2,9,1,False,4,[1.31088684e-09],0,46,10.433999000000767
120,10,0.5,15,1.0,3,0,2,True,0,[0.],0,4,0.6450523999956204
121,10,0.5,15,1.0,3,0,2,False,0,[0.],0,4,0.719764599998598
122,10,0.5,15,1.0,3,0,1,True,2,[1.01837648],631,316,76.64382189999742
123,10,0.5,15,1.0,3,0,1,False,2,[2.00000004],0,139,35.35471469999902
124,10,0.5,15,1.0,3,1,2,True,0,[0.],0,4,0.6809080999955768
125,10,0.5,15,1.0,3,1,2,False,0,[0.],0,4,0.7917175999973551
126,10,0.5,15,1.0,3,1,1,True,2,1.6047067729675556e+277,402,2,29.167562599999656
127,10,0.5,15,1.0,3,1,1,False,2,[3.00000003],0,138,31.425995300000068
128,10,0.5,15,1.0,3,2,2,True,0,[0.],0,4,0.7955827999976464
129,10,0.5,15,1.0,3,2,2,False,0,[0.],0,4,0.8902312999998685
130,10,0.5,15,1.0,3,2,1,True,2,[6.47384433],1723,62,123.39657009999792
131,10,0.5,15,1.0,3,2,1,False,2,[4.00097885],0,219,51.207879499997944
132,10,0.5,15,1.0,3,3,2,True,0,[0.],0,4,0.7204775999998674
133,10,0.5,15,1.0,3,3,2,False,0,[0.],0,4,0.8646604999958072
134,10,0.5,15,1.0,3,3,1,True,2,999,,,
135,10,0.5,15,1.0,3,3,1,False,2,[3.83441633e-10],0,79,16.792816799999855
136,10,0.5,15,1.0,3,4,2,True,0,[0.],0,4,0.6590022000018507
137,10,0.5,15,1.0,3,4,2,False,0,[0.],0,4,0.7396282999980031
138,10,0.5,15,1.0,3,4,1,True,2,[2.03857336],161,81,24.09738230000221
139,10,0.5,15,1.0,3,4,1,False,2,[1.00000234],0,97,23.835624500003178
140,10,0.5,15,1.0,3,5,2,True,0,[0.],0,4,0.7084824000048684
141,10,0.5,15,1.0,3,5,2,False,0,[0.],0,4,0.9054152999960934
142,10,0.5,15,1.0,3,5,1,True,2,999,,,
143,10,0.5,15,1.0,3,5,1,False,2,[2.02505766],0,356,58.06076269999903
144,10,0.5,15,1.0,3,6,2,True,0,[0.],0,4,0.729647300002398
145,10,0.5,15,1.0,3,6,2,False,0,[0.],0,4,0.8844182000029832
146,10,0.5,15,1.0,3,6,1,True,2,[10498.21658331],944,84,72.85516229999484
147,10,0.5,15,1.0,3,6,1,False,2,[2.17966575e-09],0,60,13.09194540000317
148,10,0.5,15,1.0,3,7,2,True,0,[0.],0,4,0.6851567999983672
149,10,0.5,15,1.0,3,7,2,False,0,[0.],0,4,0.7572720999960438
150,10,0.5,15,1.0,3,7,1,True,2,[39.33500003],6044,32,387.8775089999981
151,10,0.5,15,1.0,3,7,1,False,2,[2.47874],0,81,17.036741300005815
152,10,0.5,15,1.0,3,8,2,True,0,[0.],0,4,0.6187971000035759
153,10,0.5,15,1.0,3,8,2,False,0,[0.],0,4,0.6990927000006195
154,10,0.5,15,1.0,3,8,1,True,2,[8.6369451],3895,32,246.99444159999985
155,10,0.5,15,1.0,3,8,1,False,2,[3.99950882],0,282,48.41022990000056
156,10,0.5,15,1.0,3,9,2,True,0,[0.],0,4,0.63679509999929
157,10,0.5,15,1.0,3,9,2,False,0,[0.],0,4,0.7595734999995329
158,10,0.5,15,1.0,3,9,1,True,2,[3.0000024],179,90,23.096584599996277
159,10,0.5,15,1.0,3,9,1,False,2,[4.01721548],0,79,16.149277799995616
160,10,0.5,15,1.0,4,0,2,True,0,[0.],0,4,0.6616800000047078
161,10,0.5,15,1.0,4,0,2,False,0,[0.],0,4,0.7890551000018604
162,10,0.5,15,1.0,4,0,1,True,6,999,,,
163,10,0.5,15,1.0,4,0,1,False,6,[78587.81136824],0,113,10.791757599996345
164,10,0.5,15,1.0,4,1,2,True,0,[0.],0,4,0.6300593000050867
165,10,0.5,15,1.0,4,1,2,False,0,[0.],0,4,1.0954128999946988
166,10,0.5,15,1.0,4,1,1,True,6,999,,,
167,10,0.5,15,1.0,4,1,1,False,6,[6.55244305],0,307,43.37811469999724
168,10,0.5,15,1.0,4,2,2,True,0,[0.],0,4,0.6725888999935705
169,10,0.5,15,1.0,4,2,2,False,0,[0.],0,4,0.8182881999964593
170,10,0.5,15,1.0,4,2,1,True,6,[2.55585271e+174],421,13,74.4782292000018
171,10,0.5,15,1.0,4,2,1,False,6,[1936.51164166],0,123,15.762700100000075
172,10,0.5,15,1.0,4,3,2,True,0,[0.],0,4,0.6280028000037419
173,10,0.5,15,1.0,4,3,2,False,0,[0.],0,4,0.7650676000048406
174,10,0.5,15,1.0,4,3,1,True,6,[3.02510377],530,18,85.73068249999778
175,10,0.5,15,1.0,4,3,1,False,6,[4.25513469],0,254,53.80232189999515
176,10,0.5,15,1.0,4,4,2,True,0,[0.],0,4,0.6052267000050051
177,10,0.5,15,1.0,4,4,2,False,0,[0.],0,4,0.7504189000028418
178,10,0.5,15,1.0,4,4,1,True,6,1.6374693724763132e+250,402,2,69.19035090000398
179,10,0.5,15,1.0,4,4,1,False,6,[2.00875968],0,387,63.56679620000068
180,10,0.5,15,1.0,4,5,2,True,0,[0.],0,4,0.6888536000042222
181,10,0.5,15,1.0,4,5,2,False,0,[0.],0,4,1.2172644000020227
182,10,0.5,15,1.0,4,5,1,True,6,999,,,
183,10,0.5,15,1.0,4,5,1,False,6,[0.02030154],0,208,49.89230140000291
184,10,0.5,15,1.0,4,6,2,True,0,[0.],0,4,0.7621467000062694
185,10,0.5,15,1.0,4,6,2,False,0,[0.],0,4,0.8447817999986
186,10,0.5,15,1.0,4,6,1,True,6,[83668485.95945643],3726,63,683.0691977000024
187,10,0.5,15,1.0,4,6,1,False,6,[3.94507312],0,130,23.89664289999928
188,10,0.5,15,1.0,4,7,2,True,0,[0.],0,4,0.7859989999997197
189,10,0.5,15,1.0,4,7,2,False,0,[0.],0,4,0.9001960000023246
190,10,0.5,15,1.0,4,7,1,True,6,999,,,
191,10,0.5,15,1.0,4,7,1,False,6,[1.03389147],0,251,37.38207920000423
192,10,0.5,15,1.0,4,8,2,True,0,[0.],0,4,0.7413301000051433
193,10,0.5,15,1.0,4,8,2,False,0,[0.],0,4,0.8375703999990947
194,10,0.5,15,1.0,4,8,1,True,6,[9.966203],514,39,93.16157210000529
195,10,0.5,15,1.0,4,8,1,False,6,[4.3189125e-06],0,375,62.035092500002065
196,10,0.5,15,1.0,4,9,2,True,0,[0.],0,4,0.7414231000002474
197,10,0.5,15,1.0,4,9,2,False,0,[0.],0,4,0.8709004999982426
198,10,0.5,15,1.0,4,9,1,True,6,999,,,
199,10,0.5,15,1.0,4,9,1,False,6,[3.03733103],0,160,34.42806920000294
200,10,0.5,15,1.0,5,0,2,True,0,[0.],0,4,0.6357491000017035
201,10,0.5,15,1.0,5,0,2,False,0,[0.],0,4,0.7633361999978661
202,10,0.5,15,1.0,5,0,1,True,2,1.8048729662519605e+291,424,2,19.972528000005696
203,10,0.5,15,1.0,5,0,1,False,2,[2.52753446e-08],0,37,8.560760500004108
204,10,0.5,15,1.0,5,1,2,True,0,[0.],0,4,0.6450351000021328
205,10,0.5,15,1.0,5,1,2,False,0,[0.],0,4,0.6753614000044763
206,10,0.5,15,1.0,5,1,1,True,2,999,,,
207,10,0.5,15,1.0,5,1,1,False,2,[1.04559799],0,404,46.81376360000286
208,10,0.5,15,1.0,5,2,2,True,0,[0.],0,4,0.6142479000045569
209,10,0.5,15,1.0,5,2,2,False,0,[0.],0,4,0.683249399997294
210,10,0.5,15,1.0,5,2,1,True,2,1.777482567848581e+218,409,2,19.42129670000577
211,10,0.5,15,1.0,5,2,1,False,2,[2.55327851],0,361,53.53506539999944
212,10,0.5,15,1.0,5,3,2,True,0,[0.],0,4,0.6162321000010706
213,10,0.5,15,1.0,5,3,2,False,0,[0.],0,4,0.7199018000028445
214,10,0.5,15,1.0,5,3,1,True,2,999,,,
215,10,0.5,15,1.0,5,3,1,False,2,[1.90706591],0,90,17.1849876999986
216,10,0.5,15,1.0,5,4,2,True,0,[0.],0,4,0.590638299996499
217,10,0.5,15,1.0,5,4,2,False,0,[0.],0,4,0.6822099999990314
218,10,0.5,15,1.0,5,4,1,True,2,1.9889925023906772e+268,409,2,19.191696599998977
219,10,0.5,15,1.0,5,4,1,False,2,[3788.47580422],0,296,31.730357000000367
220,10,0.5,15,1.0,5,5,2,True,0,[0.],0,4,0.588066099997377
221,10,0.5,15,1.0,5,5,2,False,0,[0.],0,4,0.6728597999972408
222,10,0.5,15,1.0,5,5,1,True,2,999,,,
223,10,0.5,15,1.0,5,5,1,False,2,[3.33159801e-08],0,44,8.221543499996187
224,10,0.5,15,1.0,5,6,2,True,0,[0.],0,4,0.6130330999949365
225,10,0.5,15,1.0,5,6,2,False,0,[0.],0,4,0.646616099998937
226,10,0.5,15,1.0,5,6,1,True,2,8.854452198953478e+60,424,2,18.60942320000322
227,10,0.5,15,1.0,5,6,1,False,2,[3.00010121],0,269,35.59527779999917
228,10,0.5,15,1.0,5,7,2,True,0,[0.],0,4,0.534670000000915
229,10,0.5,15,1.0,5,7,2,False,0,[0.],0,4,0.620238800001971
230,10,0.5,15,1.0,5,7,1,True,2,1.7555572529098558e+69,408,2,17.696316400004434
231,10,0.5,15,1.0,5,7,1,False,2,[295128.24912925],0,58,7.3642390000022715
232,10,0.5,15,1.0,5,8,2,True,0,[0.],0,4,0.5724464999948395
233,10,0.5,15,1.0,5,8,2,False,0,[0.],0,4,0.6217177999933483
234,10,0.5,15,1.0,5,8,1,True,2,[7.31113664e-08],1070,67,50.94635919999564
235,10,0.5,15,1.0,5,8,1,False,2,[1.00000269],0,115,20.56526070000109
236,10,0.5,15,1.0,5,9,2,True,0,[0.],0,4,0.6007708000033745
237,10,0.5,15,1.0,5,9,2,False,0,[0.],0,4,0.6782326999964425
238,10,0.5,15,1.0,5,9,1,True,2,999,,,
239,10,0.5,15,1.0,5,9,1,False,2,[2.05682101e-09],0,53,10.863943000003928
240,10,0.5,15,1.0,6,0,2,True,0,[0.],0,4,0.591096700001799
241,10,0.5,15,1.0,6,0,2,False,0,[0.],0,4,0.7344472999975551
242,10,0.5,15,1.0,6,0,1,True,5,999,,,
243,10,0.5,15,1.0,6,0,1,False,5,[3.55843611],0,113,24.900834100000793
244,10,0.5,15,1.0,6,1,2,True,0,[0.],0,4,0.5725836000056006
245,10,0.5,15,1.0,6,1,2,False,0,[0.],0,4,0.6556674000021303
246,10,0.5,15,1.0,6,1,1,True,5,999,,,
247,10,0.5,15,1.0,6,1,1,False,5,[1.00861142],0,121,30.25459939999564
248,10,0.5,15,1.0,6,2,2,True,0,[0.],0,4,0.6349703000014415
249,10,0.5,15,1.0,6,2,2,False,0,[0.],0,4,0.7569487000000663
250,10,0.5,15,1.0,6,2,1,True,5,999,,,
251,10,0.5,15,1.0,6,2,1,False,5,[1.01016071],0,122,30.49343249999947
252,10,0.5,15,1.0,6,3,2,True,0,[0.],0,4,0.6361764000030234
253,10,0.5,15,1.0,6,3,2,False,0,[0.],0,4,0.7459224000049289
254,10,0.5,15,1.0,6,3,1,True,5,999,,,
255,10,0.5,15,1.0,6,3,1,False,5,[2.03076219],0,288,55.27541460000066
256,10,0.5,15,1.0,6,4,2,True,0,[0.],0,4,0.8495955000034883
257,10,0.5,15,1.0,6,4,2,False,0,[0.],0,4,0.9286108000014792
258,10,0.5,15,1.0,6,4,1,True,5,1.0648042184800424e+298,415,2,50.51032109999505
259,10,0.5,15,1.0,6,4,1,False,5,[8.42737076e+11],0,268,41.742646399994555
260,10,0.5,15,1.0,6,5,2,True,0,[0.],0,4,0.6583649000021978
261,10,0.5,15,1.0,6,5,2,False,0,[0.],0,4,0.7567511000015656
262,10,0.5,15,1.0,6,5,1,True,5,999,,,
263,10,0.5,15,1.0,6,5,1,False,5,[3.85689176],0,418,56.75332199999684
264,10,0.5,15,1.0,6,6,2,True,0,[0.],0,4,0.6234428000025218
265,10,0.5,15,1.0,6,6,2,False,0,[0.],0,4,0.7366037000028882
266,10,0.5,15,1.0,6,6,1,True,5,999,,,
267,10,0.5,15,1.0,6,6,1,False,5,[1.7114378e-10],0,142,28.443508200005454
268,10,0.5,15,1.0,6,7,2,True,0,[0.],0,4,0.5898307999959798
269,10,0.5,15,1.0,6,7,2,False,0,[0.],0,4,0.7609738000028301
270,10,0.5,15,1.0,6,7,1,True,5,999,,,
271,10,0.5,15,1.0,6,7,1,False,5,[1.05314686],0,210,41.68244769999728
272,10,0.5,15,1.0,6,8,2,True,0,[0.],0,4,0.6065516000016942
273,10,0.5,15,1.0,6,8,2,False,0,[0.],0,4,0.7223702000046615
274,10,0.5,15,1.0,6,8,1,True,5,999,,,
275,10,0.5,15,1.0,6,8,1,False,5,[2.01511833],0,257,39.717538000004424
276,10,0.5,15,1.0,6,9,2,True,0,[0.],0,4,0.607832599998801
277,10,0.5,15,1.0,6,9,2,False,0,[0.],0,4,0.7831229000003077
278,10,0.5,15,1.0,6,9,1,True,5,999,,,
279,10,0.5,15,1.0,6,9,1,False,5,[4.00746823],0,303,54.66895199999999
280,10,0.5,15,1.0,7,0,2,True,0,[0.],0,4,1.2065908000004129
281,10,0.5,15,1.0,7,0,2,False,0,[0.],0,4,0.8544910000055097
282,10,0.5,15,1.0,7,0,1,True,6,999,,,
283,10,0.5,15,1.0,7,0,1,False,6,[1.99841445],0,187,35.82478589999664
284,10,0.5,15,1.0,7,1,2,True,0,[0.],0,4,0.6476189999957569
285,10,0.5,15,1.0,7,1,2,False,0,[0.],0,4,0.8502363000006881
286,10,0.5,15,1.0,7,1,1,True,6,999,,,
287,10,0.5,15,1.0,7,1,1,False,6,[1.71712737e-09],0,106,27.970278199994937
288,10,0.5,15,1.0,7,2,2,True,0,[0.],0,4,1.1576869999989867
289,10,0.5,15,1.0,7,2,2,False,0,[0.],0,4,0.8691229000032763
290,10,0.5,15,1.0,7,2,1,True,6,[3.66666667],1870,10,371.89278809999814
291,10,0.5,15,1.0,7,2,1,False,6,[0.11151208],0,260,65.75056849999964
292,10,0.5,15,1.0,7,3,2,True,0,[0.],0,4,0.7891077999956906
293,10,0.5,15,1.0,7,3,2,False,0,[0.],0,4,0.8843740000011167
294,10,0.5,15,1.0,7,3,1,True,6,999,,,
295,10,0.5,15,1.0,7,3,1,False,6,[0.16231637],0,131,35.47732719999476
296,10,0.5,15,1.0,7,4,2,True,0,[0.],0,4,0.7301922999977251
297,10,0.5,15,1.0,7,4,2,False,0,[0.],0,4,0.801635299998452
298,10,0.5,15,1.0,7,4,1,True,6,[1.02838579e+187],793,13,141.5195917000019
299,10,0.5,15,1.0,7,4,1,False,6,[3.30854496e-09],0,147,39.895997399995395
300,10,0.5,15,1.0,7,5,2,True,0,[0.],0,4,0.7298406999980216
301,10,0.5,15,1.0,7,5,2,False,0,[0.],0,4,0.8748363999984576
302,10,0.5,15,1.0,7,5,1,True,6,999,,,
303,10,0.5,15,1.0,7,5,1,False,6,[2.15244547],0,101,28.73210459999973
304,10,0.5,15,1.0,7,6,2,True,0,[0.],0,4,0.7579054000016185
305,10,0.5,15,1.0,7,6,2,False,0,[0.],0,4,0.8339612000054331
306,10,0.5,15,1.0,7,6,1,True,6,1.65113154401129e+217,402,2,77.15049820000422
307,10,0.5,15,1.0,7,6,1,False,6,[0.02777754],0,200,55.12464539999928
308,10,0.5,15,1.0,7,7,2,True,0,[0.],0,4,0.8807980000055977
309,10,0.5,15,1.0,7,7,2,False,0,[0.],0,4,0.9381109000023571
310,10,0.5,15,1.0,7,7,1,True,6,[inf],924,13,184.24491639999906
311,10,0.5,15,1.0,7,7,1,False,6,[2.14450478],0,341,72.17796159999853
312,10,0.5,15,1.0,7,8,2,True,0,[0.],0,4,0.8427490999965812
313,10,0.5,15,1.0,7,8,2,False,0,[0.],0,4,0.9157192999991821
314,10,0.5,15,1.0,7,8,1,True,6,999,,,
315,10,0.5,15,1.0,7,8,1,False,6,[1.14375463],0,181,63.730374899998424
316,10,0.5,15,1.0,7,9,2,True,0,[0.],0,4,0.7809324999980163
317,10,0.5,15,1.0,7,9,2,False,0,[0.],0,4,0.9396842999994988
318,10,0.5,15,1.0,7,9,1,True,6,6.121802545488323e+172,402,2,87.14481720000185
319,10,0.5,15,1.0,7,9,1,False,6,[4.33537064],0,337,75.99853620000067
320,10,0.5,15,1.0,8,0,2,True,0,[0.],0,4,0.7059217999994871
321,10,0.5,15,1.0,8,0,2,False,0,[0.],0,4,0.7378068000034546
322,10,0.5,15,1.0,8,0,1,True,6,999,,,
323,10,0.5,15,1.0,8,0,1,False,6,[0.98644319],0,141,31.20895880000171
324,10,0.5,15,1.0,8,1,2,True,0,[0.],0,4,0.6239434000017354
325,10,0.5,15,1.0,8,1,2,False,0,[0.],0,4,0.7926152000000002
326,10,0.5,15,1.0,8,1,1,True,6,999,,,
327,10,0.5,15,1.0,8,1,1,False,6,[1.],0,118,31.432516699998814
328,10,0.5,15,1.0,8,2,2,True,0,[0.],0,4,0.6771532999991905
329,10,0.5,15,1.0,8,2,2,False,0,[0.],0,4,0.9869657999952324
330,10,0.5,15,1.0,8,2,1,True,6,999,,,
331,10,0.5,15,1.0,8,2,1,False,6,[1.45605383e-10],0,33,9.439259799997672
332,10,0.5,15,1.0,8,3,2,True,0,[0.],0,4,0.6237996999989264
333,10,0.5,15,1.0,8,3,2,False,0,[0.],0,4,0.7196007000020472
334,10,0.5,15,1.0,8,3,1,True,6,999,,,
335,10,0.5,15,1.0,8,3,1,False,6,[8.94968467e-10],0,18,5.513106700003846
336,10,0.5,15,1.0,8,4,2,True,0,[0.],0,4,0.7373938000018825
337,10,0.5,15,1.0,8,4,2,False,0,[0.],0,4,0.8017336999982945
338,10,0.5,15,1.0,8,4,1,True,6,999,,,
339,10,0.5,15,1.0,8,4,1,False,6,[1.00000296],0,117,28.43185779999476
340,10,0.5,15,1.0,8,5,2,True,0,[0.],0,4,0.6538366000022506
341,10,0.5,15,1.0,8,5,2,False,0,[0.],0,4,0.8392668000014964
342,10,0.5,15,1.0,8,5,1,True,6,999,,,
343,10,0.5,15,1.0,8,5,1,False,6,[1.07962621],0,84,23.310394300002372
344,10,0.5,15,1.0,8,6,2,True,0,[0.],0,4,0.6030959999989136
